goal,shot_statsbomb_xg,minute,x_m,y_m,distance_to_goal,angle_to_goal,angle_to_goal_deg,distance_to_goal_sq,log_distance,is_first_half,is_extra_time,distance_x_angle,play_pattern_encoded,shot_body_part_LeftFoot,shot_body_part_OtherBodyPart,shot_body_part_RightFoot,shot_type_OpenPlay,shot_type_Penalty,shot_type_SetPiece,zone_wide_right,distance_bucket_10-20,distance_bucket_20-30,distance_bucket_30-40,distance_bucket_40+,angle_bucket_nan,shot_type_FromCorner
0,0.08510381,8,92.39999999999999,37.92964824120603,13.198565653116018,0.5207504892389401,29.83680521276406,174.20213529961387,2.653140949161384,1,0,6.873159521112437,3,False,False,True,True,False,False,True,True,False,False,False,False,False
0,0.07968691,13,87.675,33.31658291457286,17.338474094125292,0.41578689706233946,23.822834378512457,300.6226839126539,2.909001262392296,1,0,7.209110343392112,3,False,False,True,True,False,False,True,True,False,False,False,False,False
1,0.059422266,17,87.2375,25.969849246231156,19.493325200648925,0.34083288459273053,19.528285806432923,379.9897273782545,3.020099233156839,1,0,6.643966258441341,3,False,False,True,True,False,False,False,True,False,False,False,False,False
0,0.04910855,19,87.325,40.321608040201006,18.77147711859495,0.36461904837875364,20.891132602178967,352.3683532139338,2.984240349545506,1,0,6.84443812364564,3,False,False,True,True,False,False,False,True,False,False,False,False,False
0,0.039502632,35,90.125,39.89447236180905,16.00032591618467,0.42185372016079975,24.170437737106713,256.01042942413085,2.8332325154127194,1,0,6.74979701152776,2,False,False,False,True,False,False,True,True,False,False,False,False,False
0,0.0690983,49,97.64999999999999,34.34170854271357,7.3579388913039745,0.9226465329356992,52.86375231959367,54.13926472816356,2.1232118525972212,0,0,6.788776807614354,1,False,False,False,True,False,False,True,False,False,False,False,False,False
1,0.44894984,49,102.6375,36.30653266331658,3.3017418398394303,1.7140305528588042,98.20671663528465,10.901499176946267,1.4590200197095806,0,0,5.659286391137024,1,False,False,True,True,False,False,True,False,False,False,False,False,False
0,0.43586436,50,88.55,36.47738693467337,16.635502578043454,0.42886601130361146,24.572212424306795,276.7399460240904,2.869914062178638,0,0,7.134401636676442,0,False,False,True,True,False,False,True,True,False,False,False,False,False
0,0.048366677,53,95.2,38.015075376884425,10.590601034977361,0.6281784229526449,35.991972416370515,112.16083028206354,2.4501945140724235,0,0,6.652787056272728,1,False,False,False,True,False,False,True,True,False,False,False,False,False
0,0.05818752,54,95.9875,33.14572864321608,9.052896542047826,0.7661645306808621,43.89799402063487,81.95493580102148,2.3078608061187436,0,0,6.936008230440472,2,False,False,False,True,False,False,True,False,False,False,False,False,False
0,0.012679764,60,74.72500000000001,29.814070351758794,30.563010846773984,0.23620677289686723,13.533651179395614,934.0976320200242,3.4519858921489233,0,0,7.219190162128433,3,True,False,False,True,False,False,False,False,False,True,False,False,False
0,0.015213512,63,79.53750000000001,42.88442211055277,26.967978464995824,0.2553881743300918,14.632664526665572,727.2718624884785,3.331060229485551,0,0,6.887302785548515,2,False,False,True,True,False,False,False,False,True,False,False,False,False
0,0.07996572,65,86.10000000000001,38.61306532663317,19.45482900741574,0.3622180087886566,20.753563167222584,378.4903717077849,3.0182189918947344,0,0,7.046889424389926,2,True,False,False,False,False,False,False,True,False,False,False,False,False
0,0.23744304,65,98.96249999999999,33.91457286432161,6.038104342052256,1.0898182715800628,62.44198739777975,36.45870404551031,1.9513388643155345,0,0,6.580436437675463,2,False,False,False,True,False,False,True,False,False,False,False,False,False
0,0.025266282,74,82.25,26.738693467336685,23.880725963866738,0.2905701842196309,16.648445208123682,570.2890725612989,3.2140934460572983,0,0,6.93902694261928,3,False,False,True,True,False,False,False,False,True,False,False,False,False
0,0.036007114,77,78.75,35.537688442211056,26.29499925357119,0.2761531406755518,15.822409459991622,691.4269857453095,3.3067035078869975,0,0,7.2614466279349745,2,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0.08784185,78,95.02499999999999,32.12060301507538,10.150505308946146,0.6835706140378297,39.16571118353379,103.0327580269439,2.4114848160672397,0,0,6.938587146830567,2,False,False,False,True,False,False,True,True,False,False,False,False,False
0,0.12105195,83,100.71249999999999,38.527638190954775,6.235556417689788,0.8887359019630396,50.92081628423467,38.882163838192305,1.979007263510517,0,0,5.541762857116955,1,False,False,False,True,False,False,True,False,False,False,False,False,False
0,0.0053864527,83,75.77499999999999,48.77889447236181,32.74929536379687,0.19930393297969257,11.419274200094602,1072.516346825207,3.5189595389908654,0,0,6.527063368318328,1,True,False,False,True,False,False,False,False,False,True,False,False,False
0,0.008032845,93,71.05,30.582914572864322,34.12153239255739,0.2126680160178755,12.184979755244854,1164.2789728163434,3.558814400860506,0,1,7.256558597414853,2,False,False,True,False,False,False,False,False,False,True,False,False,False
0,0.15419321,6,102.375,41.005025125628144,7.480708656984417,0.42403663501303757,24.295509545176365,55.9610020106816,2.1377940143528127,1,0,3.1720945264205715,3,False,False,True,True,False,False,True,False,False,False,False,False,False
0,0.01531401,6,101.41250000000001,46.301507537688444,12.81394724313338,0.1724104671387927,9.878392110931792,164.19724394980557,2.625678751572575,1,0,2.209258630080471,3,False,False,True,True,False,False,True,True,False,False,False,False,False
0,0.06381483,13,94.9375,41.26130653266332,12.408887089956899,0.4826126522553244,27.651668113844938,153.98047881129898,2.5959177027949707,1,0,5.988685910020953,3,False,False,False,True,False,False,True,True,False,False,False,False,False
0,0.074514166,18,96.16250000000001,30.497487437185935,9.506261121106984,0.6989099406421844,40.04458985853605,90.36900050267022,2.3519713766972012,1,0,6.644020395881987,3,False,False,False,True,False,False,True,False,False,False,False,False,False
0,0.053974938,18,87.2375,39.97989949748744,18.742081107765237,0.36735816578379615,21.048072469078726,351.2656042500506,2.982752454373704,1,0,6.885056538719776,3,False,False,True,True,False,False,False,True,False,False,False,False,False
0,0.040726125,21,94.325,20.587939698492466,17.141732308354204,0.2717413559355695,15.569632814270413,293.8389865312743,2.898214936729145,1,0,4.6581175805567305,1,False,False,True,True,False,False,True,True,False,False,False,False,False
0,0.042147122,22,83.125,33.82914572864322,21.875667216842572,0.3315381381750751,18.995736065056924,478.54481618204085,3.1300737786856105,1,0,7.252617980409513,3,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0.005957665,24,73.41250000000001,19.64824120603015,34.69500161017852,0.19185699957670876,10.992596345788634,1203.7431367302902,3.5750106680637805,1,0,6.656478909237931,0,False,False,True,False,False,False,False,False,False,True,False,False,False
0,0.03166655,26,90.7375,41.688442211055275,16.202809937869933,0.3968245727827998,22.736373227536387,262.5310498827367,2.8450727389570405,1,0,6.4296731314761395,3,True,False,False,True,False,False,True,True,False,False,False,False,False
0,0.09190432,30,98.78750000000001,26.22613065326633,9.951291417202356,0.4881807587037057,27.970697113216765,99.02820087008527,2.3934573869524636,1,0,4.858028994131521,2,True,False,False,True,False,False,True,False,False,False,False,False,False
0,0.07869804,32,95.55,23.06532663316583,14.452320977592233,0.34012568688050726,19.48776636224122,208.86958163935253,2.737759217147972,1,0,4.915605599521123,3,True,False,False,True,False,False,True,True,False,False,False,False,False
0,0.2887673,33,101.2375,31.8643216080402,4.326375901824068,1.379915821966585,79.06335268201121,18.71752844388402,1.672671063538825,1,0,5.970034558701985,1,False,False,False,True,False,False,True,False,False,False,False,False,False
0,0.5578215,36,100.71249999999999,32.80402010050251,4.4511823339425325,1.3690992067481087,78.44360628137555,19.81302417000209,1.6958325271544423,1,0,6.094110202491916,0,True,False,False,True,False,False,True,False,False,False,False,False,False
0,0.0517507,47,85.22500000000001,29.55778894472362,20.267803631859554,0.34932247580021375,20.01470355241308,410.7838640596193,3.057194362566721,0,0,7.079999343713744,3,False,False,True,True,False,False,False,False,True,False,False,False,False
0,0.040655825,48,87.7625,39.97989949748744,18.245289919594327,0.3761289759826957,21.55060287638597,332.8906042500504,2.957266351293287,0,0,6.862582213964414,1,False,False,True,True,False,False,False,True,False,False,False,False,False
0,0.07318571,48,90.3875,36.47738693467337,14.821018935083048,0.47839155405804634,27.409817002230625,219.66260227409023,2.761339368298462,0,0,7.09025028107811,1,True,False,False,True,False,False,True,True,False,False,False,False,False
0,0.02486557,48,88.55,18.879396984924625,22.343570340021905,0.24295153536229563,13.920097602482914,499.2351355395066,3.1503215860259655,0,0,5.428404719583772,0,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0.30336502,49,99.05,36.30653266331658,6.38142561869574,1.010453040784149,57.89469463309218,40.72259292694631,1.9989667932218338,0,0,6.44813092094898,3,False,False,True,True,False,False,True,False,False,False,False,False,False
0,0.028559601,50,85.925,21.442211055276385,22.837549960103484,0.2681567644179816,15.364250849034232,521.5536881802226,3.17126206678605,0,0,6.124043504535354,1,False,False,True,True,False,False,False,False,True,False,False,False,False
0,0.013583038,51,101.675,22.894472361809047,11.592599756854506,0.19851144640720175,11.37386806417009,134.38836912262315,2.5331093205323976,0,0,2.3012637453529634,1,False,False,True,True,False,False,True,True,False,False,False,False,False
0,0.012116619,54,97.5625,19.64824120603015,16.16444823463798,0.21618807515044836,12.38666428717776,261.2893867302909,2.842840281600573,0,0,3.494560949715448,3,True,False,False,True,False,False,True,True,False,False,False,False,False
0,0.013923449,56,77.6125,24.175879396984925,29.096193941348847,0.2361238974229657,13.528902764515909,846.5885018725853,3.40439871662845,0,0,6.870306713605771,3,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0.12187965,60,88.9875,36.733668341708544,16.244171227011233,0.4376822893329317,25.077347946400756,263.87309885245963,2.847474186492933,0,0,7.109786050954415,0,False,False,True,False,False,False,True,True,False,False,False,False,False
0,0.06845615,60,89.425,38.44221105527638,16.19610644752682,0.4295015058815295,24.608623581524945,262.3138640596198,2.844682988864167,0,0,6.956252108630318,0,False,False,True,True,False,False,True,True,False,False,False,False,False
0,0.033253163,62,98.6125,26.65326633165829,9.735227364758652,0.521497558508961,29.879609128940174,94.77465184354568,2.3735306108697216,0,0,5.076897302251263,1,False,False,False,True,False,False,True,False,False,False,False,False,False
0,0.036503147,63,99.39999999999999,25.628140703517587,10.072141186465721,0.4357022559135667,24.963900388176288,101.4480280800991,2.4044321504617976,0,0,4.388454636823063,1,False,False,False,True,False,False,True,True,False,False,False,False,False
0,0.05943999,66,93.0125,22.894472361809047,16.341141342410054,0.3330716778092949,19.083601413813756,267.0329003726231,2.85308179054786,0,0,5.442771364235351,3,False,False,True,True,False,False,True,True,False,False,False,False,False
0,0.02091567,66,77.52499999999999,31.09547738693467,27.628099402778474,0.262020261266026,15.01265511745845,763.3118766098083,3.3543887320925694,0,0,7.239121823799753,3,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0.022091275,69,77.52499999999999,42.03015075376885,28.624446651913726,0.24454206196966816,14.01122806428862,819.3589461282548,3.3885999208644373,0,0,6.9998812069997465,3,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0.016799387,69,88.72500000000001,49.88944723618091,22.74533267444943,0.2321347863688238,13.300343537104595,517.3501584713769,3.1673859921977168,0,0,5.279982941271146,3,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0.03970441,70,84.175,30.8391959798995,21.063506523214116,0.34048454183302235,19.508327236477705,443.6713070534836,3.0939249551016874,0,0,7.171798367953436,3,False,False,True,True,False,False,False,False,True,False,False,False,False
0,0.016141335,72,100.45,45.87437185929649,12.716257588333617,0.2209087235270617,12.657137515722988,161.7032070528523,2.618581814559472,0,0,2.8091322318800915,2,False,False,True,True,False,False,True,True,False,False,False,False,False
0,0.12359015,72,95.72500000000001,35.28140703517588,9.363099326067095,0.7405576489324854,42.43082776996231,87.66762898979809,2.338251354838874,0,0,6.933914823633587,1,False,False,True,True,False,False,True,False,False,False,False,False,False
0,0.037036426,73,83.125,35.36683417085427,21.917660930186297,0.33032559690061414,18.926262567544896,480.38386065061485,3.1319078329819168,0,0,7.239964429429058,0,False,False,True,True,False,False,False,False,True,False,False,False,False
1,0.34547636,78,99.925,36.90452261306533,5.847382030431045,1.060454810957301,60.75958503219692,34.19187660980789,1.9238663938841705,0,0,6.200884405675873,2,False,False,True,True,False,False,True,False,False,False,False,False,False
0,0.027136607,82,84.96249999999999,43.824120603015075,22.31624412558228,0.29389474276483846,16.838928381508232,498.01475187258563,3.1491502904313844,0,0,6.558626826765342,3,False,False,True,True,False,False,False,False,True,False,False,False,False
0,0.01177569,82,80.9375,43.73869346733669,25.958544965015783,0.26062695735463454,14.93282468375665,673.8460567007462,3.2943003144473018,0,0,6.765496591585531,3,True,False,False,True,False,False,False,False,True,False,False,False,False
0,0.02951979,85,96.16250000000001,21.185929648241206,15.56604655106182,0.27542454987376874,15.7806642820574,242.3018052298236,2.807355212208453,0,0,4.287271364640333,3,True,False,False,True,False,False,True,True,False,False,False,False,False
0,0.044764433,86,90.825,41.94472361809046,16.24959256005652,0.3924840350895681,22.487678736896758,264.04925836784423,2.8477885234915505,0,0,6.377705656532408,3,False,False,True,True,False,False,True,True,False,False,False,False,False
0,0.10458498,90,98.96249999999999,39.12562814070352,7.919815028570548,0.7305639663683452,41.858231937243595,62.72347008677192,2.188275209669572,0,0,5.785931480176129,3,False,False,True,True,False,False,True,False,False,False,False,False,False
0,0.0042379773,0,52.762499999999996,34.93969849246231,52.24595141737527,0.13985570018960908,8.013141361711588,2729.639439506737,3.9749217719784764,1,0,7.306894117549317,3,False,False,True,True,False,False,False,False,False,False,True,False,False
0,0.009659232,2,98.08749999999999,18.964824120603016,16.548086595567508,0.1918914947351631,10.994572772781702,273.83916997440105,2.8649449180745306,1,0,3.1754370718303653,3,False,False,True,True,False,False,True,True,False,False,False,False,False
0,0.21061859,13,97.03750000000001,44.678391959798994,13.320265053560295,0.34141170680932886,19.561449876532414,177.42946109709965,2.6616756706880405,1,0,4.547694427088676,3,False,False,True,True,False,False,True,True,False,False,False,False,False
1,0.6610736,17,101.2375,35.02512562814071,3.8996523952104885,1.5051106351381822,86.23648709367258,15.207288803470899,1.589164262847276,1,0,5.869408293373392,3,True,False,False,True,False,False,True,False,False,False,False,False,False
0,0.007492812,26,100.10000000000001,13.412060301507537,21.163016349962067,0.08236752336386077,4.719311457694424,447.87326102876176,3.098424969491566,1,0,1.7431452436552681,0,False,False,True,False,False,False,False,False,True,False,False,False,False
0,0.016769262,26,83.7375,23.321608040201006,23.79331757231639,0.27448129985062475,15.726620036705631,566.1219610970999,3.2105741641328494,1,0,6.530820735008114,0,False,False,True,True,False,False,False,False,True,False,False,False,False
0,0.071368806,37,88.2,44.25125628140704,19.680656883018088,0.31773004262691695,18.20459046703408,387.32825534708724,3.029198813304911,1,0,6.253135950367064,0,False,False,True,False,False,False,False,True,False,False,False,False,False
0,0.03721469,42,87.0625,24.944723618090453,20.093579487059266,0.3244772376584847,18.59117626589455,403.7519366027689,3.0489687044636815,1,0,6.519909166632182,0,False,False,True,True,False,False,False,False,True,False,False,False,False
0,0.04216473,46,93.625,48.266331658291456,18.24606379426448,0.2549219037251983,14.605949188894161,332.9188439843691,2.9573065616052445,0,0,4.651321317925316,3,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0.1720066,47,99.575,31.01005025125628,6.194386531369559,1.0093870269006366,57.83361653666457,38.3704245000126,1.9733010735172223,0,0,6.252533404372466,1,False,False,True,True,False,False,True,False,False,False,False,False,False
1,0.19154745,47,99.83749999999999,32.37688442211055,5.411645815201462,1.172747305497934,67.19347104037102,29.285910429187496,1.8581159954177535,0,0,6.3464930480866855,1,False,False,False,True,False,False,True,False,False,False,False,False,False
0,0.010948123,50,95.02499999999999,18.537688442211056,18.400644111284088,0.22087440758240307,12.655171356924045,338.58370371013376,2.965306267130703,0,0,4.064231367214506,1,False,False,True,True,False,False,False,True,False,False,False,False,False
1,0.12020791,57,88.1125,40.74874371859297,18.186071539209564,0.37145896263292716,21.28303082117448,330.7331980292481,2.9541845751081603,0,0,6.755379268322986,2,True,False,False,True,False,False,False,True,False,False,False,False,False
1,0.17641221,63,99.39999999999999,33.48743718592965,5.623408275980663,1.152399793815626,66.02764449738164,31.62272063836781,1.8906100827758392,0,0,6.480414537781201,1,False,False,False,True,False,False,True,False,False,False,False,False,False
0,0.05857733,68,87.2375,36.98994974874372,18.012390339708183,0.3959330988925779,22.68529553608056,324.44620575001267,2.945090889769076,0,0,7.131701525663395,3,False,False,True,True,False,False,False,True,False,False,False,False,False
0,0.07108702,71,94.58749999999999,22.63819095477387,15.411387381744142,0.3278197420665031,18.78268766147788,237.51086103018255,2.7979754464243287,0,0,5.052157036370325,3,True,False,False,True,False,False,True,True,False,False,False,False,False
0,0.053389467,72,97.3,30.241206030150753,8.56846147845546,0.7539708600928099,43.199348159166675,73.41853210777512,2.258472427489101,0,0,6.460370270583172,1,False,False,False,True,False,False,True,False,False,False,False,False,False
0,0.14387792,74,94.14999999999999,32.12060301507538,11.01156814567952,0.6347077258712872,36.36607391677117,121.2546330269439,2.485870197566667,0,0,6.989127376020956,3,False,False,True,True,False,False,True,True,False,False,False,False,False
0,0.032235228,77,93.10000000000001,19.819095477386934,18.512375673572194,0.2585922633045904,14.81624530208874,342.70805307946756,2.971048914191383,0,0,4.787157124573874,0,True,False,False,True,False,False,False,True,False,False,False,False,False
0,0.053989135,77,94.2375,22.723618090452263,15.588078625025457,0.3305469180914167,18.938943337694692,242.98819521997552,2.808684282246633,0,0,5.152591348468853,0,True,False,False,True,False,False,True,True,False,False,False,False,False
0,0.050134677,90,98.96249999999999,28.618090452261306,8.088037872688345,0.7042357301952442,40.349735122501244,65.41635663004101,2.2069590292993757,0,0,5.695885257119466,1,False,False,False,True,False,False,True,False,False,False,False,False,False
0,0.016115217,91,83.03750000000001,42.45728643216081,23.534593687710245,0.2891144785700884,16.56503941819155,553.877100045611,3.2000841088875296,0,1,6.804191782381241,1,False,False,True,True,False,False,False,False,True,False,False,False,False
0,0.08464161,91,98.7,36.90452261306533,6.937308671942443,0.9253045932781594,53.016047958907734,48.12625160980782,2.071574259606084,0,1,6.41912357913675,1,False,False,False,True,False,False,True,False,False,False,False,False,False
0,0.363819,94,99.83749999999999,31.69346733668342,5.654334547667513,1.113921513485359,63.82300143153609,31.971499176946374,1.8952684540101195,0,1,6.298484897090349,3,False,False,True,True,False,False,True,False,False,False,False,False,False
0,0.17319176,9,98.4375,42.37185929648241,10.637407312409307,0.4487678451485887,25.712503508194608,113.154434330099,2.454224678009432,1,0,4.773726357557765,2,False,True,False,True,False,False,True,True,False,False,False,False,False
