goal,shot_statsbomb_xg,minute,second,possession,play_pattern,possession_team,team,player,shot_body_part,shot_technique,shot_type,under_pressure,off_camera,shot_outcome,x,y,competition
0,0.0047459025,18,1,37,6,1,1,15,2,2,1,,,0,70.6,60.4,Indian Super league 2021/2022
0,0.059397694,25,38,51,2,1,1,0,2,3,0,,,0,92.7,46.0,Indian Super league 2021/2022
1,0.21204644,27,49,53,2,0,0,1,2,1,1,,,1,112.0,42.1,Indian Super league 2021/2022
0,0.14066122,40,43,76,0,1,1,3,1,3,1,True,,3,110.9,40.0,Indian Super league 2021/2022
0,0.049397115,45,54,88,2,1,1,3,1,3,1,,,0,102.9,34.7,Indian Super league 2021/2022
0,0.277012,49,40,109,3,1,1,3,1,3,1,,,4,104.6,29.2,Indian Super league 2021/2022
0,0.061673626,50,9,110,0,1,1,12,2,1,1,,,0,108.7,51.4,Indian Super league 2021/2022
0,0.11628582,51,41,112,0,1,1,4,0,0,1,,,3,114.5,32.0,Indian Super league 2021/2022
0,0.023544146,54,27,119,5,1,1,15,2,1,1,,,4,107.7,53.5,Indian Super league 2021/2022
0,0.18605177,54,59,122,1,0,0,11,1,3,1,,,2,110.4,28.7,Indian Super league 2021/2022
0,0.037342895,55,56,124,5,1,1,8,1,3,1,,,0,95.0,40.2,Indian Super league 2021/2022
0,0.07638265,57,53,129,6,0,0,11,2,3,1,True,,4,104.7,32.3,Indian Super league 2021/2022
0,0.5452462,57,55,129,6,0,0,1,2,3,1,,,4,112.2,43.7,Indian Super league 2021/2022
0,0.17425407,60,15,134,6,1,1,3,1,1,1,True,,4,112.2,50.0,Indian Super league 2021/2022
0,0.06332465,61,52,136,0,1,1,12,2,3,1,,,0,106.6,29.3,Indian Super league 2021/2022
0,0.006869878,63,51,139,5,0,0,10,1,3,1,,,4,106.5,61.7,Indian Super league 2021/2022
0,0.025460776,68,6,151,2,1,1,2,0,3,1,True,,2,106.0,37.5,Indian Super league 2021/2022
0,0.029187797,72,6,161,2,1,1,15,0,3,1,,,0,105.6,39.4,Indian Super league 2021/2022
0,0.061746232,72,41,162,0,1,1,15,2,4,1,,,4,107.1,29.7,Indian Super league 2021/2022
0,0.13158368,72,51,162,0,1,1,9,2,4,1,,,5,112.7,46.9,Indian Super league 2021/2022
0,0.018396385,76,6,166,3,1,1,15,2,3,1,,,4,113.0,23.5,Indian Super league 2021/2022
0,0.0410593,76,53,170,6,1,1,15,2,3,1,,,2,96.6,39.4,Indian Super league 2021/2022
1,0.21096876,86,33,191,6,0,0,5,0,3,1,,,1,113.1,38.1,Indian Super league 2021/2022
1,0.069121905,94,44,206,2,1,1,14,1,3,1,,,1,100.3,50.0,Indian Super league 2021/2022
0,0.13461842,2,51,8,3,0,0,9,2,2,0,,,3,104.9,48.6,Indian Super league 2021/2022
0,0.05984735,7,27,16,0,0,0,7,0,2,0,,,3,109.6,41.7,Indian Super league 2021/2022
0,0.046334118,21,43,46,2,1,1,12,0,2,0,True,,3,112.5,48.8,Indian Super league 2021/2022
0,0.005867221,29,9,73,2,0,0,8,2,4,0,,,2,84.0,53.5,Indian Super league 2021/2022
0,0.010259892,33,53,79,2,1,1,13,2,2,0,,,3,96.7,21.6,Indian Super league 2021/2022
0,0.028789578,34,29,80,0,1,1,1,2,0,0,,,0,97.5,29.6,Indian Super league 2021/2022
0,0.026418354,38,56,86,1,1,1,2,2,2,0,,,0,92.9,27.1,Indian Super league 2021/2022
0,0.034745626,40,17,87,3,0,0,9,1,2,0,,,0,106.0,52.4,Indian Super league 2021/2022
0,0.0261829,43,13,94,3,0,0,4,2,2,0,,,2,90.0,36.4,Indian Super league 2021/2022
0,0.037033673,45,16,105,2,1,0,9,1,2,0,True,,3,103.9,56.1,Indian Super league 2021/2022
0,0.050074685,46,4,120,3,1,1,0,0,2,0,,,4,111.8,49.2,Indian Super league 2021/2022
0,0.5822592,46,5,120,3,1,1,6,1,0,0,,,2,116.5,39.3,Indian Super league 2021/2022
1,0.049838495,50,35,129,3,1,1,0,1,2,0,,,1,101.2,50.6,Indian Super league 2021/2022
0,0.013511998,56,42,141,2,1,1,2,2,2,0,,,0,100.7,21.6,Indian Super league 2021/2022
0,0.020598577,56,47,141,2,1,1,10,2,2,0,True,,2,90.3,51.1,Indian Super league 2021/2022
0,0.05727601,60,39,148,0,0,0,5,0,2,0,,,2,110.2,39.0,Indian Super league 2021/2022
0,0.04396742,62,55,150,2,1,1,2,0,2,0,,,4,108.6,34.1,Indian Super league 2021/2022
0,0.08700565,66,32,157,0,1,1,3,0,2,0,True,,0,111.5,39.8,Indian Super league 2021/2022
0,0.03792085,70,6,162,3,1,0,4,2,2,0,True,,3,96.7,47.8,Indian Super league 2021/2022
0,0.0787467,79,7,175,0,0,0,5,2,0,0,,,4,111.3,47.6,Indian Super league 2021/2022
0,0.31946182,79,9,175,0,0,0,11,2,3,0,,,3,116.1,37.5,Indian Super league 2021/2022
0,0.18455386,79,11,175,0,0,0,4,2,4,0,,,2,113.6,33.4,Indian Super league 2021/2022
0,0.32990283,82,39,181,3,0,1,2,2,1,0,,,2,102.4,33.6,Indian Super league 2021/2022
0,0.017998341,86,24,189,3,0,0,4,2,0,0,,,0,93.5,33.4,Indian Super league 2021/2022
0,0.02431169,88,59,191,0,0,0,8,2,4,0,,,2,95.6,45.5,Indian Super league 2021/2022
0,0.025475368,8,3,20,2,1,1,9,2,1,0,,,3,88.8,40.1,Indian Super league 2021/2022
0,0.08275616,18,38,38,4,1,1,2,0,1,1,,,3,108.1,36.2,Indian Super league 2021/2022
0,0.09792782,20,20,42,0,1,1,1,2,0,1,,,0,111.5,36.6,Indian Super league 2021/2022
1,0.060469557,20,45,43,0,1,1,4,0,1,1,True,,1,110.8,39.0,Indian Super league 2021/2022
0,0.0098064225,24,0,51,2,1,1,2,2,1,1,,,2,94.7,22.8,Indian Super league 2021/2022
0,0.096051365,27,1,60,1,1,1,4,2,1,1,True,,2,106.3,28.8,Indian Super league 2021/2022
0,0.017469449,34,1,73,2,0,0,12,2,2,1,,,4,92.9,35.6,Indian Super league 2021/2022
0,0.022825655,34,48,73,2,0,0,11,1,1,1,,,0,94.9,54.5,Indian Super league 2021/2022
0,0.007904662,36,27,76,6,0,0,3,1,1,1,,,2,82.4,44.6,Indian Super league 2021/2022
0,0.06422926,38,44,80,2,0,0,13,0,1,1,True,,3,112.1,34.1,Indian Super league 2021/2022
0,0.082004175,38,46,80,2,0,0,3,1,2,1,,,0,112.5,34.7,Indian Super league 2021/2022
0,0.079830006,39,3,81,1,1,1,2,2,1,1,,,2,106.6,30.3,Indian Super league 2021/2022
0,0.11406229,39,53,83,1,1,1,2,1,1,1,,,2,108.9,29.1,Indian Super league 2021/2022
0,0.10980243,41,2,85,2,0,0,0,2,1,1,,,3,112.3,53.1,Indian Super league 2021/2022
0,0.031118745,43,39,93,6,0,0,3,1,1,1,,,0,98.9,43.2,Indian Super league 2021/2022
1,0.93904257,43,53,93,6,0,1,4,1,1,1,,,1,114.7,35.8,Indian Super league 2021/2022
1,0.04920249,45,58,97,6,1,1,2,2,1,1,,,1,107.5,24.5,Indian Super league 2021/2022
0,0.008032454,48,1,105,6,0,0,3,1,1,1,,,2,97.1,63.2,Indian Super league 2021/2022
0,0.08639297,49,9,108,6,1,1,2,2,1,1,,,3,109.4,26.8,Indian Super league 2021/2022
0,0.044071615,56,39,123,4,0,0,11,1,1,1,,,3,97.9,49.5,Indian Super league 2021/2022
0,0.033974297,59,5,129,4,0,0,5,2,1,1,,,0,92.5,36.6,Indian Super league 2021/2022
0,0.33669037,60,28,131,3,1,1,7,2,0,1,,,2,107.3,45.1,Indian Super league 2021/2022
0,0.1017364,73,33,158,6,1,1,7,2,1,1,,,0,109.3,32.7,Indian Super league 2021/2022
1,0.056081865,73,35,158,6,1,1,4,2,1,1,,,1,103.0,31.2,Indian Super league 2021/2022
0,0.03714589,76,23,160,6,1,1,7,2,1,1,,,3,109.4,50.6,Indian Super league 2021/2022
0,0.07690706,77,38,163,6,1,1,4,2,0,1,,,2,105.3,33.1,Indian Super league 2021/2022
0,0.0494732,81,22,168,1,1,1,8,2,1,1,True,,0,104.1,27.3,Indian Super league 2021/2022
0,0.032513477,82,11,169,2,1,1,7,0,1,1,True,,2,107.4,36.1,Indian Super league 2021/2022
0,0.7835,84,28,171,5,0,0,6,1,1,2,,,3,107.7,40.0,Indian Super league 2021/2022
0,0.038657464,88,29,178,3,0,0,10,1,2,1,,,2,110.9,26.6,Indian Super league 2021/2022
0,0.32439122,91,5,183,6,1,1,7,1,0,1,,,3,112.1,41.2,Indian Super league 2021/2022
0,0.15907985,91,7,183,6,1,1,8,2,0,1,True,,2,113.5,31.1,Indian Super league 2021/2022
0,0.11269522,92,59,186,4,1,1,7,0,1,1,,,2,113.2,47.1,Indian Super league 2021/2022
0,0.032680314,1,45,4,4,0,0,17,2,0,1,,,0,98.9,41.4,Indian Super league 2021/2022
0,0.08323161,2,52,5,2,0,0,0,2,1,0,,,0,98.3,43.7,Indian Super league 2021/2022
0,0.054617926,2,53,5,2,0,0,0,2,0,1,,,0,102.9,44.5,Indian Super league 2021/2022
0,0.08994494,8,29,17,4,0,0,12,1,0,1,,,4,107.0,42.7,Indian Super league 2021/2022
0,0.040842056,10,10,21,4,1,1,16,2,1,1,True,,2,104.4,27.1,Indian Super league 2021/2022
0,0.013535522,12,31,26,1,1,1,7,2,1,1,,,2,105.7,59.2,Indian Super league 2021/2022
0,0.101036936,18,21,34,2,0,0,6,2,1,1,,,2,109.2,53.2,Indian Super league 2021/2022
0,0.4107625,22,15,43,2,1,1,16,2,1,1,,,2,115.4,34.8,Indian Super league 2021/2022
0,0.31280217,28,21,53,1,1,1,7,2,1,1,,,2,107.3,36.6,Indian Super league 2021/2022
0,0.1294213,31,49,57,1,0,0,15,2,0,1,,,4,107.8,51.8,Indian Super league 2021/2022
0,0.21768025,34,29,67,0,1,1,13,1,0,1,,,0,115.1,37.3,Indian Super league 2021/2022
1,0.5963221,34,29,67,0,1,1,7,2,0,1,,,1,118.7,38.5,Indian Super league 2021/2022
0,0.1454482,38,13,75,4,1,1,16,2,1,1,,,4,115.0,50.9,Indian Super league 2021/2022
0,0.034370564,39,3,76,0,1,1,14,2,1,1,,,3,100.8,54.8,Indian Super league 2021/2022
0,0.006722827,41,46,84,4,1,1,11,2,1,1,,,2,80.4,43.0,Indian Super league 2021/2022
0,0.02212402,47,2,88,3,1,1,11,2,1,1,,,0,94.2,45.5,Indian Super league 2021/2022
0,0.1469125,45,58,95,4,1,1,7,1,1,1,,,0,107.3,41.3,Indian Super league 2021/2022
0,0.049975604,47,58,99,4,0,1,5,1,1,1,,,2,102.6,28.5,Indian Super league 2021/2022
1,0.022868792,51,15,108,3,0,0,0,2,1,1,,,1,90.8,48.6,Indian Super league 2021/2022
1,0.007514652,57,10,114,2,0,0,17,2,1,0,,,1,106.7,15.5,Indian Super league 2021/2022
0,0.010901494,61,24,122,3,1,1,5,1,1,1,,,2,105.0,21.0,Indian Super league 2021/2022
0,0.048047807,66,28,130,0,1,1,16,0,1,1,,,2,114.0,29.8,Indian Super league 2021/2022
0,0.033861555,69,19,136,2,1,1,4,2,1,0,,,2,88.8,34.5,Indian Super league 2021/2022
0,0.03248427,70,47,139,2,1,1,8,1,1,0,,,2,90.9,49.2,Indian Super league 2021/2022
0,0.03909607,74,34,146,0,1,1,9,1,1,1,,,4,102.4,53.7,Indian Super league 2021/2022
0,0.06960933,75,2,147,0,1,1,13,0,1,1,True,,3,113.7,35.5,Indian Super league 2021/2022
0,0.07985148,75,4,147,0,1,1,13,2,0,1,,,2,109.4,37.2,Indian Super league 2021/2022
0,0.02282836,77,56,150,4,0,0,1,2,1,1,,,2,88.4,43.1,Indian Super league 2021/2022
0,0.027198115,80,54,160,4,1,1,14,2,1,1,,,2,103.7,57.5,Indian Super league 2021/2022
0,0.039630633,82,34,164,3,1,1,8,1,1,1,,,2,98.7,33.5,Indian Super league 2021/2022
0,0.11136662,86,55,174,0,1,1,4,0,1,1,,,3,113.8,41.9,Indian Super league 2021/2022
0,0.029344905,87,42,176,4,1,1,9,1,1,1,,,4,100.3,54.2,Indian Super league 2021/2022
0,0.20377009,87,43,176,4,1,1,5,1,2,1,,,4,111.3,31.8,Indian Super league 2021/2022
0,0.042770818,88,22,177,0,1,1,4,2,1,1,,,0,102.8,28.4,Indian Super league 2021/2022
0,0.41265407,88,23,177,0,1,1,13,2,2,1,,,2,113.0,43.8,Indian Super league 2021/2022
0,0.022089189,89,8,179,4,1,1,5,1,1,1,,,2,105.8,22.5,Indian Super league 2021/2022
0,0.035155423,93,18,186,2,0,0,10,1,1,1,,,2,103.5,29.0,Indian Super league 2021/2022
0,0.13674012,94,20,188,4,0,0,2,2,0,1,,,2,108.1,50.4,Indian Super league 2021/2022
0,0.04151775,97,55,197,0,1,1,3,2,2,1,,,4,100.2,35.6,Indian Super league 2021/2022
0,0.018236628,4,15,9,4,0,0,4,3,2,1,,,0,98.6,28.3,Indian Super league 2021/2022
0,0.01137508,8,6,15,2,0,0,3,3,2,0,,,3,101.1,20.1,Indian Super league 2021/2022
0,0.0812023,8,31,15,2,0,0,2,0,2,1,,,4,106.6,38.7,Indian Super league 2021/2022
0,0.23262975,20,10,40,2,0,0,1,3,1,1,True,,5,106.7,43.2,Indian Super league 2021/2022
0,0.19249521,23,21,48,1,1,1,6,0,0,1,,,4,108.9,39.1,Indian Super league 2021/2022
0,0.06049835,26,39,53,3,1,1,9,3,2,1,,,4,106.2,46.0,Indian Super league 2021/2022
0,0.005987503,38,40,74,2,1,1,0,3,2,1,,,5,82.9,39.9,Indian Super league 2021/2022
1,0.2992603,41,4,78,4,1,1,13,1,3,1,,,1,112.4,36.5,Indian Super league 2021/2022
0,0.053630285,46,22,85,5,0,0,2,0,2,1,True,,2,110.8,34.8,Indian Super league 2021/2022
0,0.05312386,48,40,89,4,0,0,2,3,1,1,,,0,104.3,45.3,Indian Super league 2021/2022
0,0.308627,48,56,102,4,0,0,2,2,2,1,,,5,113.1,38.0,Indian Super league 2021/2022
0,0.08371134,51,3,106,2,1,1,13,3,2,0,,,2,98.2,34.6,Indian Super league 2021/2022
0,0.015782865,52,46,111,2,0,0,1,3,2,1,True,,2,111.9,23.0,Indian Super league 2021/2022
0,0.008107699,55,37,116,2,1,1,0,3,1,1,,,5,90.6,24.9,Indian Super league 2021/2022
0,0.025123034,56,7,118,6,1,1,13,3,2,1,,,2,90.8,36.1,Indian Super league 2021/2022
0,0.028808359,59,56,122,2,0,0,2,3,2,1,,,0,99.9,29.8,Indian Super league 2021/2022
0,0.01677911,60,28,123,0,0,0,8,0,2,1,True,,4,110.0,24.5,Indian Super league 2021/2022
0,0.009856811,64,35,131,2,1,1,13,1,1,1,,,2,113.8,21.0,Indian Super league 2021/2022
0,0.08371403,70,41,142,2,0,0,1,3,2,1,True,,4,108.1,27.1,Indian Super league 2021/2022
0,0.03751715,74,14,149,2,1,1,6,3,2,1,True,,2,106.5,22.9,Indian Super league 2021/2022
0,0.11362826,79,11,156,2,0,0,5,1,1,1,,,0,111.7,30.8,Indian Super league 2021/2022
0,0.12061848,81,54,161,6,1,1,12,3,2,1,,,5,105.7,50.4,Indian Super league 2021/2022
0,0.0056013605,84,2,167,2,1,1,10,3,2,0,,,4,78.6,24.7,Indian Super league 2021/2022
0,0.029631224,89,20,176,6,0,0,11,3,2,1,,,0,93.8,42.4,Indian Super league 2021/2022
0,0.052603044,91,6,180,0,0,0,7,0,2,1,,,0,115.6,30.7,Indian Super league 2021/2022
0,0.13885406,91,6,180,0,0,0,5,0,2,1,,,5,113.1,38.7,Indian Super league 2021/2022
0,0.008501784,99,44,189,2,1,1,13,3,2,0,,,4,86.8,51.3,Indian Super league 2021/2022
0,0.038242545,2,42,9,5,0,0,8,1,1,0,,,2,96.9,41.5,Indian Super league 2021/2022
0,0.07802496,7,0,18,3,1,1,6,2,2,0,,,0,108.0,47.7,Indian Super league 2021/2022
0,0.18134935,7,58,20,0,1,1,0,0,1,0,True,,2,116.7,42.5,Indian Super league 2021/2022
0,0.009014561,8,50,23,1,0,0,8,2,1,0,True,,2,99.3,17.3,Indian Super league 2021/2022
0,0.18859027,18,1,42,5,1,1,6,2,1,0,,,3,113.6,49.2,Indian Super league 2021/2022
0,0.015615588,28,18,63,2,0,0,4,2,0,0,,,2,90.5,37.4,Indian Super league 2021/2022
0,0.01939219,38,6,81,5,1,1,5,2,1,0,,,3,91.0,53.1,Indian Super league 2021/2022
0,0.24366409,38,9,81,5,1,1,6,1,1,0,,,2,114.4,32.4,Indian Super league 2021/2022
0,0.034994934,43,32,91,5,1,1,9,1,1,0,,,2,93.7,46.1,Indian Super league 2021/2022
0,0.16160232,45,20,93,5,1,1,6,2,1,0,,,3,111.2,51.2,Indian Super league 2021/2022
0,0.16580032,46,28,94,0,1,1,0,2,2,0,,,2,113.6,42.4,Indian Super league 2021/2022
0,0.065395944,46,58,104,0,1,1,6,2,1,0,True,,2,111.9,30.9,Indian Super league 2021/2022
0,0.05176302,51,33,114,2,1,1,2,2,2,0,,,2,103.0,34.7,Indian Super league 2021/2022
0,0.018373337,61,21,131,4,1,1,3,1,1,0,,,2,85.5,38.7,Indian Super league 2021/2022
0,0.10680467,62,46,134,2,1,1,2,0,1,0,,,4,110.1,43.6,Indian Super league 2021/2022
0,0.011646746,62,48,134,2,1,1,1,2,2,0,,,2,115.2,55.3,Indian Super league 2021/2022
0,0.021558747,65,13,140,2,1,1,3,1,1,0,,,2,89.4,32.4,Indian Super league 2021/2022
0,0.025222586,67,56,144,5,1,1,6,2,1,0,,,3,97.2,27.3,Indian Super league 2021/2022
0,0.07787557,74,14,157,5,0,0,8,2,1,0,,,3,101.4,33.3,Indian Super league 2021/2022
1,0.028421875,81,52,167,5,1,1,6,1,1,0,,,1,91.6,35.0,Indian Super league 2021/2022
0,0.024036003,83,25,169,5,1,1,7,2,1,0,,,0,103.0,23.9,Indian Super league 2021/2022
0,0.15433677,5,57,12,5,1,1,12,2,2,2,,,2,106.0,52.5,Indian Super league 2021/2022
0,0.5091888,8,5,17,5,1,1,14,1,1,2,,,6,111.4,43.9,Indian Super league 2021/2022
0,0.0576342,8,9,17,5,1,1,9,2,1,2,,,0,101.6,37.7,Indian Super league 2021/2022
0,0.03467619,8,50,19,5,1,1,0,2,2,2,,,0,93.4,42.0,Indian Super league 2021/2022
1,0.07589558,9,35,20,0,1,1,7,0,2,2,,,1,117.4,31.3,Indian Super league 2021/2022
0,0.018130064,18,23,36,0,0,0,5,1,3,2,,,2,94.8,48.0,Indian Super league 2021/2022
1,0.0057341517,19,41,39,5,1,1,0,2,2,2,,,1,89.1,19.1,Indian Super league 2021/2022
0,0.10085581,21,27,42,4,0,0,3,2,1,2,,,5,107.7,37.7,Indian Super league 2021/2022
0,0.0073608556,22,29,45,5,0,0,8,2,2,2,,,4,99.4,16.6,Indian Super league 2021/2022
1,0.053012595,23,37,48,2,0,0,8,2,2,2,,,1,99.9,36.2,Indian Super league 2021/2022
0,0.030468404,26,45,55,2,0,0,11,1,2,2,,True,4,88.4,40.2,Indian Super league 2021/2022
0,0.03372756,27,34,59,5,1,1,12,2,1,2,True,,0,106.8,49.4,Indian Super league 2021/2022
0,0.4701238,32,34,69,5,1,1,12,0,2,2,,,2,115.6,38.0,Indian Super league 2021/2022
0,0.04779429,36,53,78,1,0,0,11,2,2,2,,,4,106.8,55.7,Indian Super league 2021/2022
1,0.00018,37,23,79,0,0,0,4,1,2,0,,,1,120.0,79.2,Indian Super league 2021/2022
0,0.02281817,39,42,83,2,0,0,5,2,1,2,,,0,97.9,44.2,Indian Super league 2021/2022
0,0.0069167735,46,51,97,2,0,0,8,2,2,1,,,2,102.7,11.9,Indian Super league 2021/2022
0,0.021897858,53,10,106,4,0,0,5,2,2,2,,,2,89.5,38.1,Indian Super league 2021/2022
0,0.10282344,55,29,111,0,0,0,6,0,2,2,True,,0,117.7,34.9,Indian Super league 2021/2022
0,0.03980119,57,58,117,5,0,0,3,1,2,2,,,0,110.9,52.5,Indian Super league 2021/2022
0,0.0066063236,58,1,117,5,0,0,1,2,2,2,,,2,81.4,35.0,Indian Super league 2021/2022
0,0.007177959,62,33,125,2,0,0,4,1,2,1,,,2,95.5,63.9,Indian Super league 2021/2022
0,0.03647683,63,24,127,5,0,0,3,2,1,2,,,0,104.1,52.0,Indian Super league 2021/2022
0,0.04328464,74,37,146,0,1,1,2,2,0,2,,,0,115.0,30.7,Indian Super league 2021/2022
0,0.20432194,74,51,147,5,0,0,3,2,2,2,,,4,104.6,44.7,Indian Super league 2021/2022
0,0.020928822,81,15,160,5,0,0,4,1,2,2,,,0,88.3,43.5,Indian Super league 2021/2022
0,0.07165355,81,33,160,5,0,0,10,2,1,2,True,,0,107.1,47.7,Indian Super league 2021/2022
0,0.05882094,86,26,170,2,0,0,4,1,2,1,,,3,95.1,49.8,Indian Super league 2021/2022
0,0.023416284,88,48,177,2,1,1,14,2,1,2,,,2,115.1,54.3,Indian Super league 2021/2022
0,0.13152257,93,35,183,5,0,0,8,1,2,2,,,4,110.4,27.9,Indian Super league 2021/2022
0,0.009263045,94,12,185,3,0,0,8,2,2,2,,,0,103.7,21.3,Indian Super league 2021/2022
0,0.013589442,94,15,185,3,0,0,13,2,1,2,,,2,92.1,50.5,Indian Super league 2021/2022
0,0.051168937,0,59,4,1,1,1,2,1,2,1,,,0,110.9,27.1,Indian Super league 2021/2022
0,0.085634425,3,27,9,4,1,1,9,2,0,1,,,2,112.0,35.5,Indian Super league 2021/2022
0,0.24598362,6,4,15,0,0,0,7,0,2,1,True,,2,117.7,40.6,Indian Super league 2021/2022
0,0.063873224,9,29,21,3,1,1,4,0,2,1,True,,0,110.8,37.3,Indian Super league 2021/2022
0,0.041853927,9,33,21,3,1,1,2,1,2,1,,,2,110.5,55.0,Indian Super league 2021/2022
0,0.027027208,19,40,48,4,1,1,9,2,2,1,,,3,101.7,57.6,Indian Super league 2021/2022
0,0.007859819,21,57,54,2,0,0,5,2,2,0,,,2,85.9,23.2,Indian Super league 2021/2022
0,0.1268914,23,27,57,4,1,1,2,0,2,1,,,2,112.9,41.2,Indian Super league 2021/2022
1,0.12959753,30,18,73,2,0,0,10,0,2,1,,,1,114.8,47.2,Indian Super league 2021/2022
0,0.024934677,37,38,83,4,1,1,0,2,2,1,,,0,98.5,25.3,Indian Super league 2021/2022
0,0.09468792,44,29,94,4,1,1,2,1,3,1,,,4,106.1,37.3,Indian Super league 2021/2022
0,0.057728667,45,24,96,4,1,1,9,2,2,1,,,3,109.3,55.7,Indian Super league 2021/2022
0,0.032746065,50,40,110,4,1,1,8,2,2,1,,,2,97.0,51.6,Indian Super league 2021/2022
0,0.04881183,53,54,116,2,1,1,4,2,0,1,,,0,102.2,43.0,Indian Super league 2021/2022
0,0.09815268,60,9,127,4,0,0,1,2,2,1,True,,0,110.2,34.8,Indian Super league 2021/2022
0,0.010047208,63,32,134,2,0,0,5,2,2,0,,,3,100.3,18.2,Indian Super league 2021/2022
0,0.0047153495,65,30,139,4,0,1,2,1,1,1,,,2,56.7,46.2,Indian Super league 2021/2022
0,0.0061492436,68,0,144,2,0,0,5,2,2,1,,,2,80.0,36.7,Indian Super league 2021/2022
0,0.005470735,70,58,149,0,1,1,6,2,2,1,,,3,111.0,62.2,Indian Super league 2021/2022
0,0.03489704,71,40,151,4,1,1,4,2,2,1,,,0,97.8,28.4,Indian Super league 2021/2022
0,0.0867078,72,20,153,4,1,1,2,1,2,1,,,3,111.4,50.9,Indian Super league 2021/2022
0,0.12270457,72,22,153,4,1,1,4,2,0,1,,,0,108.7,33.9,Indian Super league 2021/2022
0,0.049997702,72,27,153,4,1,1,4,2,2,1,,,2,98.1,31.6,Indian Super league 2021/2022
0,0.31630695,81,16,169,2,1,1,3,2,2,1,,,2,110.6,42.7,Indian Super league 2021/2022
0,0.008351667,83,0,171,2,0,0,10,0,2,1,True,,4,105.7,23.8,Indian Super league 2021/2022
0,0.016528914,86,50,176,4,1,1,3,0,2,1,True,,4,104.2,37.6,Indian Super league 2021/2022
0,0.015869338,95,18,193,3,1,1,6,2,2,1,,,0,85.7,36.0,Indian Super league 2021/2022
0,0.212586,4,35,11,2,1,1,6,1,1,1,,,2,103.0,33.3,Indian Super league 2021/2022
0,0.023382338,8,0,17,3,1,1,3,2,1,1,,,0,87.5,40.8,Indian Super league 2021/2022
0,0.009571999,18,18,37,3,1,1,9,1,1,1,,,3,96.3,21.9,Indian Super league 2021/2022
0,0.1550068,19,11,43,3,1,1,6,2,1,1,,,2,104.4,39.3,Indian Super league 2021/2022
0,0.0077373977,21,3,47,3,0,0,4,2,1,1,,True,3,101.5,16.5,Indian Super league 2021/2022
0,0.009847494,21,33,48,0,0,0,2,2,1,1,,,0,103.8,20.8,Indian Super league 2021/2022
1,0.031205859,22,37,50,4,1,0,4,2,1,1,,,1,94.4,24.8,Indian Super league 2021/2022
0,0.023366444,24,44,53,4,1,1,3,2,1,1,,,2,89.0,47.9,Indian Super league 2021/2022
0,0.008782483,29,12,58,2,1,1,3,2,1,0,,,3,93.2,19.6,Indian Super league 2021/2022
0,0.08106783,41,1,73,3,0,0,8,1,1,1,True,,0,112.9,27.4,Indian Super league 2021/2022
0,0.030995192,47,53,86,1,0,0,5,1,1,1,,,0,112.3,54.4,Indian Super league 2021/2022
0,0.12312301,47,7,94,2,1,1,10,0,1,1,,,4,113.8,43.3,Indian Super league 2021/2022
0,0.02624189,49,2,96,3,1,1,1,2,1,1,,,0,91.9,43.2,Indian Super league 2021/2022
0,0.0373906,54,51,108,4,0,0,2,1,0,1,,,0,103.6,50.4,Indian Super league 2021/2022
1,0.04750247,55,35,109,0,0,0,8,2,0,1,,,1,104.6,31.0,Indian Super league 2021/2022
0,0.06597572,59,57,119,2,1,1,10,2,2,1,,,0,113.1,49.8,Indian Super league 2021/2022
0,0.0461375,66,0,130,2,1,1,0,0,1,1,True,,3,110.3,43.4,Indian Super league 2021/2022
0,0.04068067,66,50,135,4,1,1,1,1,0,1,,,2,104.3,52.4,Indian Super league 2021/2022
0,0.024366025,70,29,141,4,1,1,3,2,1,1,,,2,93.9,54.0,Indian Super league 2021/2022
1,0.041288503,80,51,158,3,1,1,3,1,1,1,,,1,103.7,49.5,Indian Super league 2021/2022
0,0.023588875,92,25,183,3,1,1,3,2,1,1,,,0,94.9,51.4,Indian Super league 2021/2022
0,0.09882095,94,30,187,0,1,1,7,0,1,1,,,2,111.3,40.3,Indian Super league 2021/2022
0,0.013591199,12,17,31,0,1,1,8,2,1,1,,,4,115.8,24.2,Indian Super league 2021/2022
1,0.04478548,19,48,45,2,0,0,2,1,1,0,,,1,100.6,22.9,Indian Super league 2021/2022
0,0.38707638,28,9,58,1,0,0,6,2,1,1,True,,2,109.8,30.1,Indian Super league 2021/2022
0,0.07200336,34,6,66,5,0,0,6,2,1,1,True,,2,108.6,51.2,Indian Super league 2021/2022
1,0.25236127,34,55,67,3,1,1,5,0,1,1,,,1,113.3,40.8,Indian Super league 2021/2022
0,0.05111025,38,37,75,5,1,1,11,2,1,1,,,2,101.2,47.7,Indian Super league 2021/2022
0,0.062422328,39,35,77,2,0,0,10,2,0,1,,,3,101.1,32.7,Indian Super league 2021/2022
0,0.017431473,43,48,85,5,1,1,3,1,1,1,,,0,103.8,26.9,Indian Super league 2021/2022
0,0.008016703,44,47,86,2,0,0,1,2,1,1,,,2,93.6,60.0,Indian Super league 2021/2022
0,0.014511577,50,45,105,4,1,1,0,2,1,1,,,2,110.4,23.1,Indian Super league 2021/2022
0,0.09500994,51,55,107,5,1,1,7,1,2,1,,,5,117.5,31.5,Indian Super league 2021/2022
