goal,shot_statsbomb_xg,minute,second,possession,play_pattern,possession_team,team,player,shot_body_part,shot_technique,shot_type,under_pressure,off_camera,shot_outcome,x,y,competition
0,0.018649166,46,3,92,4,0,0,4,2,2,1,True,,4,91.3,49.1,Indian Super league 2021/2022
0,0.022100687,46,43,93,0,0,0,5,2,2,1,,,2,89.6,33.4,Indian Super league 2021/2022
0,0.0686688,47,7,101,5,0,0,6,2,2,1,,,2,99.0,42.6,Indian Super league 2021/2022
0,0.07292221,51,55,113,5,1,1,7,0,2,1,,,5,110.3,31.6,Indian Super league 2021/2022
0,0.0580339,53,38,116,0,1,1,3,2,1,1,,,0,104.9,32.9,Indian Super league 2021/2022
0,0.04404364,54,0,116,0,1,1,3,0,2,1,True,,2,106.9,36.8,Indian Super league 2021/2022
0,0.010118421,54,48,117,3,0,0,4,2,2,1,,,2,84.5,35.4,Indian Super league 2021/2022
0,0.15381366,57,9,121,1,1,1,2,1,2,1,,,0,104.6,35.1,Indian Super league 2021/2022
0,0.030633096,60,20,128,5,1,1,3,1,2,1,,,0,95.2,47.9,Indian Super league 2021/2022
0,0.026669757,60,37,129,5,0,0,10,1,2,1,,,0,99.2,52.1,Indian Super league 2021/2022
0,0.020627465,62,2,131,0,1,1,11,1,2,1,,,2,94.2,24.8,Indian Super league 2021/2022
0,0.027539412,65,0,138,5,1,1,9,1,2,1,,,2,96.2,51.7,Indian Super league 2021/2022
0,0.02576334,66,46,141,2,1,1,3,2,2,1,,,2,95.2,30.3,Indian Super league 2021/2022
0,0.018222546,67,34,143,5,1,1,0,2,1,1,,,0,100.0,46.3,Indian Super league 2021/2022
0,0.030523429,71,39,148,2,1,1,7,1,2,0,,,2,96.7,56.8,Indian Super league 2021/2022
0,0.060178585,73,56,151,4,0,0,1,2,1,1,,,0,113.1,47.9,Indian Super league 2021/2022
0,0.060216352,75,10,153,0,0,0,16,0,2,1,,,4,118.5,47.3,Indian Super league 2021/2022
0,0.25929204,78,36,157,5,1,1,7,0,2,1,,,4,111.5,42.0,Indian Super league 2021/2022
0,0.0450297,84,10,171,5,0,0,13,2,2,1,True,,2,97.2,51.8,Indian Super league 2021/2022
0,0.037681397,88,28,180,0,0,0,8,1,3,1,,,5,99.4,41.6,Indian Super league 2021/2022
0,0.05267032,89,0,180,0,0,0,14,0,2,1,,,2,108.7,38.3,Indian Super league 2021/2022
0,0.055248495,90,6,181,3,1,1,3,1,2,1,,,0,107.7,41.9,Indian Super league 2021/2022
0,0.198036,1,11,5,2,0,0,14,0,2,1,,,5,112.4,37.5,Indian Super league 2021/2022
0,0.027996438,8,12,21,2,1,1,15,1,1,1,True,,2,99.0,31.1,Indian Super league 2021/2022
0,0.035703342,10,21,26,3,1,1,9,2,2,1,,,0,102.9,29.5,Indian Super league 2021/2022
1,0.015142273,14,0,34,3,0,0,7,2,2,1,,,1,109.7,57.2,Indian Super league 2021/2022
0,0.04686698,16,34,38,3,0,0,12,1,2,1,,,0,105.8,29.1,Indian Super league 2021/2022
0,0.048192386,25,29,53,3,1,1,2,1,2,1,True,,2,106.3,47.0,Indian Super league 2021/2022
0,0.072003976,27,11,56,3,1,1,9,0,2,1,True,,2,108.6,41.3,Indian Super league 2021/2022
0,0.027833235,30,55,62,3,1,1,2,1,1,1,,,5,95.0,49.6,Indian Super league 2021/2022
0,0.029166969,36,44,67,3,1,1,2,1,2,1,,,2,102.3,55.5,Indian Super league 2021/2022
0,0.01402692,38,53,71,1,1,1,6,2,3,1,,,0,94.7,52.2,Indian Super league 2021/2022
0,0.043778896,39,20,72,0,1,1,0,0,2,1,True,,0,112.8,32.4,Indian Super league 2021/2022
0,0.027196702,40,8,73,0,1,1,13,1,2,1,,,4,95.2,49.5,Indian Super league 2021/2022
0,0.30242535,43,5,79,2,1,1,9,0,0,1,,,2,112.5,36.1,Indian Super league 2021/2022
0,0.014587739,47,28,91,1,0,0,5,1,2,1,,,0,85.7,44.4,Indian Super league 2021/2022
0,0.19917527,48,10,92,1,0,0,1,0,2,1,,,2,102.9,44.9,Indian Super league 2021/2022
0,0.027135557,53,46,108,2,1,1,10,1,2,1,True,,3,95.3,33.8,Indian Super league 2021/2022
0,0.08540848,55,37,119,3,1,1,10,2,2,1,,,3,105.7,30.3,Indian Super league 2021/2022
0,0.040388543,57,3,122,0,1,1,2,0,2,1,True,,2,109.9,35.4,Indian Super league 2021/2022
0,0.01048075,58,55,126,1,1,1,2,1,2,0,,,3,90.6,25.3,Indian Super league 2021/2022
0,0.061809897,59,16,127,0,1,1,9,0,2,1,True,,0,112.5,44.7,Indian Super league 2021/2022
0,0.025540773,59,41,128,0,1,1,6,2,3,1,,,0,98.3,28.7,Indian Super league 2021/2022
1,0.073356055,60,43,129,1,1,1,3,2,2,0,,,1,96.6,37.3,Indian Super league 2021/2022
0,0.11563276,65,17,135,2,1,1,9,2,2,1,,,5,109.8,52.8,Indian Super league 2021/2022
0,0.022422906,66,11,137,3,1,1,2,1,2,1,,,2,89.2,30.5,Indian Super league 2021/2022
0,0.017706815,70,58,147,3,1,1,2,1,2,1,,,0,103.0,57.5,Indian Super league 2021/2022
0,0.012638069,71,25,148,0,1,1,13,1,1,1,,,5,89.1,29.0,Indian Super league 2021/2022
0,0.0428163,71,30,148,0,1,1,10,1,2,1,,,2,100.3,30.3,Indian Super league 2021/2022
0,0.17948103,81,15,162,3,0,0,16,0,2,1,True,,5,112.0,41.8,Indian Super league 2021/2022
0,0.08446539,82,25,164,2,1,1,9,0,2,1,True,,2,107.7,45.7,Indian Super league 2021/2022
0,0.09702134,88,18,174,3,1,1,10,1,3,1,,,0,106.7,43.8,Indian Super league 2021/2022
1,0.24167085,90,28,176,0,1,1,8,0,2,1,,,1,115.5,39.2,Indian Super league 2021/2022
0,0.031837925,91,48,178,1,0,0,11,0,2,1,True,,5,102.3,37.6,Indian Super league 2021/2022
0,0.008608667,93,37,181,2,1,1,4,2,3,1,,,5,93.6,23.5,Indian Super league 2021/2022
0,0.04073342,1,39,3,2,0,0,8,1,2,0,,,2,91.4,49.3,Indian Super league 2021/2022
0,0.11794724,3,44,8,6,1,1,5,2,2,1,,,0,102.4,34.8,Indian Super league 2021/2022
0,0.00715284,5,12,12,4,0,0,1,1,0,1,,,2,105.6,64.0,Indian Super league 2021/2022
0,0.030567111,6,24,14,6,0,0,6,1,2,1,True,,2,93.7,47.0,Indian Super league 2021/2022
0,0.06181747,8,52,20,4,1,1,9,1,2,1,,,0,100.0,47.4,Indian Super league 2021/2022
0,0.12757331,9,22,21,6,0,0,2,1,2,1,,,2,111.3,27.8,Indian Super league 2021/2022
0,0.038095646,15,48,39,6,0,0,1,1,2,1,,,2,108.4,23.5,Indian Super league 2021/2022
0,0.047988288,23,31,57,6,0,0,6,2,2,1,,,2,96.1,41.4,Indian Super league 2021/2022
0,0.123007186,28,3,69,6,1,1,13,2,0,1,,,4,110.9,44.4,Indian Super league 2021/2022
0,0.022344949,31,21,70,2,0,0,8,1,2,1,,,4,114.1,25.8,Indian Super league 2021/2022
0,0.027713493,32,28,72,4,0,0,14,1,2,1,,,0,105.7,57.5,Indian Super league 2021/2022
0,0.0066691274,34,29,76,6,0,0,0,2,2,1,,,4,97.2,16.6,Indian Super league 2021/2022
0,0.041457128,34,54,77,4,0,0,16,1,2,1,,,2,96.1,45.5,Indian Super league 2021/2022
0,0.14545932,36,14,79,2,1,1,17,0,2,1,True,,4,113.3,42.4,Indian Super league 2021/2022
0,0.07772967,39,24,87,0,0,0,16,2,2,1,,,4,104.4,39.6,Indian Super league 2021/2022
0,0.022328554,41,28,94,4,0,0,8,1,2,1,,,4,88.7,46.4,Indian Super league 2021/2022
0,0.21031861,48,3,116,6,1,1,12,2,0,1,,,4,110.9,36.1,Indian Super league 2021/2022
0,0.32816067,49,26,119,2,0,0,14,1,2,1,,,4,107.5,32.6,Indian Super league 2021/2022
0,0.03183769,50,19,121,2,1,1,10,0,2,1,True,,2,109.1,31.3,Indian Super league 2021/2022
0,0.18628803,50,45,123,1,1,1,5,2,2,1,,,0,113.2,28.1,Indian Super league 2021/2022
0,0.035303824,55,55,134,2,0,0,14,1,2,1,,,5,102.1,53.5,Indian Super league 2021/2022
0,0.07488563,59,11,138,2,1,1,9,1,2,0,,,0,96.1,45.7,Indian Super league 2021/2022
1,0.7835,60,37,139,5,1,1,12,2,2,2,,,1,108.2,40.1,Indian Super league 2021/2022
0,0.022875644,63,1,145,6,0,0,8,1,2,1,,,0,91.5,46.6,Indian Super league 2021/2022
0,0.14145884,63,24,146,0,0,0,1,0,2,1,True,,0,114.3,38.6,Indian Super league 2021/2022
0,0.10104619,63,25,146,0,0,0,0,2,3,1,,,2,112.1,34.5,Indian Super league 2021/2022
0,0.008883585,70,12,161,6,0,0,2,1,2,1,,,4,108.0,60.9,Indian Super league 2021/2022
0,0.023775086,74,44,168,6,0,0,16,2,2,1,,,2,91.4,36.8,Indian Super league 2021/2022
0,0.10682382,75,23,169,3,1,1,11,2,1,1,True,,3,104.8,25.9,Indian Super league 2021/2022
0,0.074469574,79,36,177,3,1,1,12,2,2,1,True,,0,107.7,29.0,Indian Super league 2021/2022
0,0.13991708,81,47,180,2,0,0,4,1,0,1,,,2,112.4,49.5,Indian Super league 2021/2022
0,0.051620822,83,21,183,2,0,0,2,2,2,1,,,0,99.1,38.0,Indian Super league 2021/2022
0,0.063774526,87,22,189,4,0,0,7,0,2,1,True,,2,110.5,41.6,Indian Super league 2021/2022
0,0.015690196,90,10,194,4,0,0,15,1,0,1,,,2,107.9,58.6,Indian Super league 2021/2022
1,0.28100356,93,54,202,6,0,0,3,0,2,1,,,1,115.0,38.4,Indian Super league 2021/2022
0,0.05252998,2,26,7,0,0,0,6,0,1,0,True,,3,113.2,48.9,Indian Super league 2021/2022
1,0.5195184,2,28,7,0,0,0,2,2,2,0,,,1,117.1,42.1,Indian Super league 2021/2022
0,0.061853096,3,31,8,4,1,1,9,1,1,0,,,4,101.5,40.2,Indian Super league 2021/2022
0,0.057675716,4,38,12,0,0,0,7,0,1,0,True,,2,118.5,46.8,Indian Super league 2021/2022
0,0.021742418,10,17,25,2,1,1,9,1,1,0,,,0,89.6,42.7,Indian Super league 2021/2022
0,0.05531225,11,7,26,6,0,0,1,2,1,0,True,,4,101.6,28.7,Indian Super league 2021/2022
0,0.036664683,13,28,36,2,1,1,18,2,2,0,,,0,116.3,29.5,Indian Super league 2021/2022
0,0.02801514,28,26,63,6,0,0,16,2,1,0,,,2,94.8,33.5,Indian Super league 2021/2022
0,0.08676176,34,31,73,0,0,0,0,0,1,0,True,,4,114.0,35.0,Indian Super league 2021/2022
0,0.0061883875,37,13,80,6,0,0,16,2,1,0,,,0,83.8,45.4,Indian Super league 2021/2022
0,0.00866399,47,3,104,6,0,0,1,2,1,0,,,0,116.1,24.7,Indian Super league 2021/2022
1,0.19076014,47,44,105,0,0,0,0,0,1,0,True,,1,116.3,41.1,Indian Super league 2021/2022
0,0.023675105,45,45,109,2,0,0,12,2,0,0,,,5,100.3,54.9,Indian Super league 2021/2022
0,0.059127014,55,35,128,2,0,0,1,2,1,0,,,0,103.7,44.7,Indian Super league 2021/2022
0,0.30891177,59,8,134,2,0,0,2,0,1,0,,,5,113.4,43.4,Indian Super league 2021/2022
1,0.55152065,59,9,134,2,0,0,2,2,0,0,,,1,116.5,41.4,Indian Super league 2021/2022
0,0.0081284335,62,47,139,2,1,1,11,2,1,0,,,4,93.1,22.1,Indian Super league 2021/2022
0,0.33024585,63,33,147,6,0,0,5,2,0,0,,,2,114.3,46.7,Indian Super league 2021/2022
0,0.06427536,66,23,154,3,1,1,8,1,1,0,,,0,105.7,32.2,Indian Super league 2021/2022
0,0.26164874,68,27,157,6,0,0,5,1,2,0,,,4,111.2,44.6,Indian Super league 2021/2022
0,0.01828584,70,30,167,6,1,1,13,1,1,0,,,3,88.5,31.6,Indian Super league 2021/2022
0,0.033516508,75,28,173,2,0,0,14,2,2,0,,,0,98.1,45.3,Indian Super league 2021/2022
0,0.027871102,75,49,174,1,1,1,17,2,1,0,,,4,117.8,50.2,Indian Super league 2021/2022
0,0.00701053,76,52,177,6,1,0,15,2,1,0,True,,2,87.0,20.7,Indian Super league 2021/2022
0,0.050396018,78,58,179,5,1,1,9,1,1,0,,,0,105.8,26.8,Indian Super league 2021/2022
1,0.06485428,83,15,189,6,0,0,12,2,1,0,True,,1,98.8,50.6,Indian Super league 2021/2022
0,0.009058992,86,42,194,6,0,0,10,1,1,0,,,0,101.9,61.2,Indian Super league 2021/2022
1,0.37845704,87,51,196,6,0,0,3,1,1,0,,,1,109.8,32.5,Indian Super league 2021/2022
0,0.014743803,92,7,205,5,1,1,4,2,1,0,,,5,90.7,26.3,Indian Super league 2021/2022
0,0.014143774,6,31,16,4,1,1,6,2,1,1,,,2,111.0,22.7,Indian Super league 2021/2022
0,0.070384175,9,25,22,2,0,0,13,2,1,0,,,2,96.3,29.0,Indian Super league 2021/2022
0,0.02954121,11,35,24,2,1,1,12,1,0,1,,,0,114.6,28.5,Indian Super league 2021/2022
0,0.024373325,16,29,36,0,1,1,5,0,1,1,,,2,106.9,32.6,Indian Super league 2021/2022
0,0.041898794,18,16,39,3,0,0,4,2,1,1,,,2,96.7,49.2,Indian Super league 2021/2022
0,0.11906409,19,33,41,4,0,0,4,2,1,1,,,2,104.0,37.4,Indian Super league 2021/2022
0,0.030905452,21,27,45,3,1,1,9,2,0,1,,,2,98.0,29.7,Indian Super league 2021/2022
0,0.2075573,23,10,47,0,0,0,11,0,1,1,True,,2,117.5,37.3,Indian Super league 2021/2022
0,0.01206716,30,58,61,2,1,1,15,2,1,0,,,3,85.4,32.2,Indian Super league 2021/2022
0,0.039296895,36,20,68,3,0,0,14,1,1,1,True,,0,98.0,34.3,Indian Super league 2021/2022
0,0.060249794,36,56,69,0,0,0,11,0,1,1,,,5,114.0,48.6,Indian Super league 2021/2022
0,0.016342374,40,45,77,2,0,0,10,1,0,1,True,,2,94.1,52.1,Indian Super league 2021/2022
0,0.03541928,42,8,79,3,1,1,9,1,1,1,,,2,94.2,34.9,Indian Super league 2021/2022
0,0.041819517,46,0,87,4,1,1,15,2,1,1,,,3,102.2,52.9,Indian Super league 2021/2022
0,0.009992481,46,29,91,4,0,0,11,2,1,1,,,5,102.5,59.7,Indian Super league 2021/2022
0,0.012104627,48,29,100,2,1,1,12,2,0,1,,,5,95.2,56.2,Indian Super league 2021/2022
0,0.03723223,49,43,101,2,0,0,13,2,1,1,,,3,106.8,24.5,Indian Super league 2021/2022
1,0.06430839,55,14,111,2,0,0,8,1,1,0,,,1,93.4,35.5,Indian Super league 2021/2022
0,0.055973172,57,54,114,2,0,0,13,0,1,1,,,4,105.7,37.8,Indian Super league 2021/2022
0,0.043493114,66,46,126,2,1,1,6,0,1,1,,,3,103.4,39.0,Indian Super league 2021/2022
0,0.0134861795,67,10,129,4,0,0,3,2,1,1,True,,0,87.3,29.5,Indian Super league 2021/2022
0,0.014753185,67,22,129,4,0,0,8,1,0,1,,,2,96.4,24.6,Indian Super league 2021/2022
0,0.011932449,68,14,131,2,1,1,5,1,2,1,,,3,106.8,58.2,Indian Super league 2021/2022
0,0.15011562,71,1,136,1,1,1,0,1,0,1,,,3,108.5,32.7,Indian Super league 2021/2022
0,0.015970817,73,9,139,0,1,1,12,1,1,1,,,3,117.9,27.6,Indian Super league 2021/2022
0,0.12631266,73,30,140,0,1,1,7,0,1,1,,,2,112.5,39.5,Indian Super league 2021/2022
0,0.28840834,79,11,151,1,0,0,3,2,1,1,,,3,113.3,49.1,Indian Super league 2021/2022
0,0.06621826,80,40,153,3,0,0,4,2,0,1,True,,2,106.3,47.8,Indian Super league 2021/2022
0,0.078098044,83,32,160,4,0,0,1,2,0,1,,,2,100.9,40.4,Indian Super league 2021/2022
0,0.024126252,87,44,168,4,1,1,2,2,1,1,,,2,88.5,32.3,Indian Super league 2021/2022
0,0.052901693,89,4,171,4,0,0,14,2,0,1,,,2,96.4,39.2,Indian Super league 2021/2022
0,0.13039693,93,36,182,1,0,0,1,1,1,1,,,2,100.8,34.5,Indian Super league 2021/2022
0,0.010697335,4,32,9,6,0,0,9,1,3,1,,,2,99.6,60.7,Indian Super league 2021/2022
0,0.024417058,10,58,21,6,0,1,0,1,3,1,,,4,104.3,56.5,Indian Super league 2021/2022
0,0.02674822,14,32,31,4,1,1,11,1,3,1,,,2,92.7,37.7,Indian Super league 2021/2022
0,0.057614814,15,59,34,4,0,0,1,1,3,1,,,2,100.6,31.8,Indian Super league 2021/2022
0,0.056935303,19,13,40,4,1,1,11,2,3,1,,,0,102.8,32.0,Indian Super league 2021/2022
0,0.027728375,24,7,51,4,0,0,4,2,3,1,,,0,93.9,46.9,Indian Super league 2021/2022
0,0.3463578,24,35,52,2,1,1,10,2,3,1,,,2,105.9,48.6,Indian Super league 2021/2022
0,0.0065606995,27,53,59,6,1,1,10,2,3,1,True,,0,87.4,17.1,Indian Super league 2021/2022
0,0.008530672,29,7,60,6,0,0,8,2,3,1,True,,4,102.0,16.5,Indian Super league 2021/2022
0,0.045782562,29,20,60,6,0,0,5,2,3,1,True,,0,116.1,49.0,Indian Super league 2021/2022
0,0.031106958,31,57,62,2,1,1,10,0,3,1,True,,2,104.6,33.6,Indian Super league 2021/2022
0,0.08594796,37,57,71,0,0,0,13,0,3,1,,,2,113.8,33.6,Indian Super league 2021/2022
0,0.0060389065,40,7,75,4,0,0,15,1,3,1,,,4,92.7,20.3,Indian Super league 2021/2022
0,0.039222825,41,10,78,0,0,0,8,2,3,1,True,,0,97.1,36.7,Indian Super league 2021/2022
0,0.07989497,41,49,81,6,0,0,3,0,3,1,True,,2,113.7,46.6,Indian Super league 2021/2022
0,0.035134144,46,15,99,6,0,0,8,2,3,1,,,3,108.1,22.9,Indian Super league 2021/2022
0,0.044280313,47,25,100,2,0,0,8,2,3,0,,,0,98.9,56.2,Indian Super league 2021/2022
0,0.23492806,47,52,101,0,0,0,15,0,3,1,True,,2,115.6,40.2,Indian Super league 2021/2022
0,0.0073209866,49,4,105,6,0,0,12,2,3,1,,,2,88.0,54.0,Indian Super league 2021/2022
0,0.011204917,51,5,109,6,0,0,4,2,2,1,,,2,84.3,39.8,Indian Super league 2021/2022
0,0.0413583,54,23,116,1,1,1,0,1,3,1,,,4,105.6,54.5,Indian Super league 2021/2022
1,0.12459141,55,55,117,0,1,1,2,2,2,1,,,1,116.3,45.3,Indian Super league 2021/2022
0,0.047006406,58,15,122,4,0,0,5,2,2,1,,,0,98.9,42.9,Indian Super league 2021/2022
0,0.06798479,58,17,122,4,0,0,3,2,2,1,,,5,101.3,47.6,Indian Super league 2021/2022
0,0.0069130766,61,0,126,4,1,0,1,1,3,1,,,2,87.1,22.5,Indian Super league 2021/2022
1,0.1422411,63,14,130,4,0,0,6,2,3,1,,,1,110.2,28.4,Indian Super league 2021/2022
0,0.7835,65,54,133,5,0,0,3,2,3,2,,,2,108.0,40.0,Indian Super league 2021/2022
0,0.0057560727,69,5,137,4,0,0,8,2,3,1,,,2,84.7,12.3,Indian Super league 2021/2022
0,0.005935462,69,54,138,3,1,1,0,1,3,1,True,,2,95.2,67.2,Indian Super league 2021/2022
0,0.035534352,71,0,140,0,0,0,9,2,0,1,True,,0,116.2,49.8,Indian Super league 2021/2022
0,0.033297718,71,53,141,0,0,0,1,1,4,1,,,5,98.0,42.6,Indian Super league 2021/2022
0,0.058619954,75,28,147,6,0,0,8,2,2,1,True,,0,102.6,32.7,Indian Super league 2021/2022
0,0.24708131,79,40,152,4,1,1,7,2,3,1,,,4,106.3,43.3,Indian Super league 2021/2022
0,0.037859324,80,39,153,0,1,1,11,1,2,1,,,2,94.7,32.5,Indian Super league 2021/2022
0,0.018887147,81,26,154,3,0,0,15,1,3,1,,,0,95.1,24.7,Indian Super league 2021/2022
0,0.0913746,85,23,162,6,0,0,8,2,3,1,,,0,112.7,31.5,Indian Super league 2021/2022
0,0.11100079,86,46,165,4,1,1,16,2,3,1,,,0,103.5,50.1,Indian Super league 2021/2022
0,0.015397601,87,28,166,0,1,1,14,2,2,1,,,0,90.9,45.6,Indian Super league 2021/2022
0,0.2189083,88,28,167,6,0,0,9,2,2,1,,,0,109.1,38.4,Indian Super league 2021/2022
0,0.020556642,90,0,170,6,0,0,8,2,3,1,,,0,95.4,25.9,Indian Super league 2021/2022
0,0.0838215,90,36,171,0,0,0,13,0,3,1,True,,2,112.7,36.7,Indian Super league 2021/2022
0,0.50960237,92,2,173,6,0,0,3,0,1,1,,,3,114.2,37.9,Indian Super league 2021/2022
1,0.19052786,92,4,173,6,0,0,6,2,2,1,,,1,110.0,40.0,Indian Super league 2021/2022
1,0.08404303,93,56,176,6,0,0,6,1,2,1,,,1,105.4,40.0,Indian Super league 2021/2022
0,0.03720111,4,25,8,2,0,0,0,1,0,0,,,0,98.2,32.3,Indian Super league 2021/2022
0,0.09856901,17,22,30,5,1,1,5,1,1,0,,,2,108.7,28.1,Indian Super league 2021/2022
0,0.021187026,26,48,47,0,0,0,4,1,2,0,,,6,97.1,48.8,Indian Super league 2021/2022
0,0.1884147,27,19,47,0,0,0,7,0,1,0,,,3,115.9,34.6,Indian Super league 2021/2022
0,0.14525265,27,22,47,0,0,0,6,1,0,0,,,4,109.6,48.9,Indian Super league 2021/2022
0,0.008101888,45,49,78,4,0,0,8,2,0,0,True,,2,92.3,23.6,Indian Super league 2021/2022
1,0.129187,48,49,91,2,1,1,5,2,0,0,True,,1,110.8,51.0,Indian Super league 2021/2022
0,0.09841488,51,54,96,1,1,1,3,1,1,0,,,2,106.6,26.5,Indian Super league 2021/2022
0,0.5737455,62,0,113,2,0,0,2,2,2,0,,,3,118.0,43.1,Indian Super league 2021/2022
0,0.05515633,62,21,114,4,0,0,0,1,0,0,,,5,102.2,37.0,Indian Super league 2021/2022
0,0.006855796,69,32,126,2,0,0,6,1,1,0,,,4,84.4,56.1,Indian Super league 2021/2022
0,0.052561972,74,9,134,3,1,1,5,1,0,0,,,6,103.5,23.3,Indian Super league 2021/2022
0,0.015830653,74,12,134,3,1,1,9,2,1,0,,,2,112.1,57.7,Indian Super league 2021/2022
0,0.31802422,80,3,146,5,0,0,0,1,1,0,,,3,109.9,37.8,Indian Super league 2021/2022
0,0.08713361,80,54,147,4,0,0,1,1,1,0,,,2,106.8,52.5,Indian Super league 2021/2022
0,0.07466433,90,12,162,4,0,0,0,2,1,0,True,,6,107.4,50.5,Indian Super league 2021/2022
0,0.026283067,92,52,166,5,0,0,6,0,1,0,True,,2,105.8,42.2,Indian Super league 2021/2022
0,0.008956682,3,18,11,5,0,0,4,2,2,0,,,3,104.5,58.7,Indian Super league 2021/2022
0,0.36971843,3,51,12,0,0,0,13,2,3,0,,,2,116.5,38.5,Indian Super league 2021/2022
0,0.011736263,5,24,15,2,0,0,12,1,2,0,,,0,88.7,52.3,Indian Super league 2021/2022
0,0.5989308,8,21,20,7,1,1,17,1,2,0,,,4,113.8,42.0,Indian Super league 2021/2022
1,0.7835,11,35,24,6,0,0,4,2,2,1,,,1,108.0,40.0,Indian Super league 2021/2022
0,0.020866219,13,43,29,7,1,1,3,2,2,0,,,2,89.9,50.2,Indian Super league 2021/2022
0,0.086088166,15,20,32,7,0,1,16,2,2,0,True,,2,96.4,44.2,Indian Super league 2021/2022
0,0.018778358,18,18,39,5,0,1,9,2,2,0,,,2,86.3,39.6,Indian Super league 2021/2022
0,0.06319389,23,0,49,0,1,1,17,0,2,0,,,2,113.8,47.2,Indian Super league 2021/2022
0,0.03530518,33,11,65,7,1,1,16,2,2,0,,,5,96.7,27.6,Indian Super league 2021/2022
1,0.65280867,41,48,79,1,0,0,15,1,2,0,,,1,113.5,33.5,Indian Super league 2021/2022
0,0.025587508,43,12,80,4,1,1,9,2,2,0,,,3,96.3,53.6,Indian Super league 2021/2022
0,0.2180528,50,39,107,2,1,1,9,0,2,0,,,2,111.6,39.2,Indian Super league 2021/2022
1,0.86527854,51,46,110,7,0,0,15,1,2,0,,,1,112.1,41.7,Indian Super league 2021/2022
0,0.062479436,55,54,118,2,1,1,5,1,2,0,,,2,104.1,25.1,Indian Super league 2021/2022
0,0.014060745,61,56,132,7,0,0,13,2,0,0,,,2,102.1,58.5,Indian Super league 2021/2022
0,0.033009753,62,26,133,3,1,1,6,2,2,0,,,0,103.2,55.9,Indian Super league 2021/2022
0,0.008825755,65,27,140,3,1,0,14,2,2,0,,,2,91.4,55.5,Indian Super league 2021/2022
0,0.008644545,68,43,148,2,1,1,11,2,2,0,,,3,96.9,17.3,Indian Super league 2021/2022
0,0.080437444,69,41,151,5,1,1,17,0,2,0,,,2,106.7,44.1,Indian Super league 2021/2022
0,0.023088345,70,41,152,3,0,0,12,2,2,0,,,3,89.3,47.9,Indian Super league 2021/2022
0,0.0064120395,72,29,164,7,1,0,10,2,0,0,,,5,87.5,24.7,Indian Super league 2021/2022
0,0.06704644,74,57,171,7,0,0,1,2,1,0,True,,2,106.9,54.2,Indian Super league 2021/2022
0,0.010592059,88,30,202,5,0,0,0,2,2,0,,,0,85.3,32.4,Indian Super league 2021/2022
0,0.043806773,88,34,202,5,0,0,1,2,0,0,,,2,98.4,45.2,Indian Super league 2021/2022
0,0.51601464,88,56,204,7,0,0,2,2,3,0,,,2,115.9,38.0,Indian Super league 2021/2022
0,0.07636062,89,43,207,7,1,1,7,2,2,0,,,3,101.3,50.0,Indian Super league 2021/2022
0,0.059882924,92,21,223,5,1,1,11,2,2,0,,,0,105.8,50.3,Indian Super league 2021/2022
0,0.037828635,92,56,223,5,1,1,8,1,2,0,,,3,108.0,23.0,Indian Super league 2021/2022
0,0.021776346,0,46,5,6,0,0,3,2,1,1,,,0,105.3,25.0,Indian Super league 2021/2022
0,0.03275219,0,49,5,6,0,0,6,2,1,1,,,0,97.1,40.8,Indian Super league 2021/2022
0,0.041241884,9,13,21,6,0,0,6,2,1,1,,,0,91.5,41.6,Indian Super league 2021/2022
0,0.13042778,12,25,27,4,0,0,13,0,1,1,,,2,103.0,42.0,Indian Super league 2021/2022
0,0.0821863,15,20,33,2,0,0,13,0,1,1,,,2,106.1,38.3,Indian Super league 2021/2022
0,0.069822796,17,44,36,2,0,0,11,0,1,1,,,4,117.2,30.9,Indian Super league 2021/2022
0,0.007239947,20,20,42,6,0,0,1,1,1,1,,,2,83.6,24.2,Indian Super league 2021/2022
0,0.010200905,22,20,48,6,1,1,8,1,1,1,,,4,99.1,59.8,Indian Super league 2021/2022
0,0.058135685,25,32,51,2,0,0,3,2,1,0,,,0,93.0,38.2,Indian Super league 2021/2022
1,0.7835,29,29,55,5,0,0,0,2,1,2,,,1,107.9,40.0,Indian Super league 2021/2022
0,0.03164693,32,27,57,4,0,0,3,2,1,1,,,4,105.6,22.6,Indian Super league 2021/2022
0,0.08874443,33,27,58,0,0,0,11,0,1,1,True,,0,113.3,36.0,Indian Super league 2021/2022
0,0.40421268,43,34,74,1,0,0,2,2,1,1,,,2,103.1,34.8,Indian Super league 2021/2022
0,0.033601798,48,2,84,0,1,1,12,0,1,1,True,,5,113.4,30.0,Indian Super league 2021/2022
0,0.33988854,48,3,84,0,1,1,4,0,1,1,,,2,115.2,41.0,Indian Super league 2021/2022
0,0.008387319,49,27,88,1,1,1,7,1,1,1,,,0,116.9,22.6,Indian Super league 2021/2022
0,0.034183804,55,19,100,6,1,1,12,2,1,1,,,3,103.6,54.6,Indian Super league 2021/2022
0,0.16313957,57,9,104,1,1,1,7,1,1,1,,,3,110.5,48.6,Indian Super league 2021/2022
0,0.063462846,58,48,107,6,0,0,0,1,1,1,,,2,100.4,41.3,Indian Super league 2021/2022
0,0.028666204,65,25,118,2,1,1,5,2,1,0,,,4,87.8,34.4,Indian Super league 2021/2022
